Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,574,0,2300,2994.9502454817502,459.6827030181885,6956.870079040527,0.0,9.712286725373103,0.0,2300,4300,5200,5300,6300,6400,6500,6700,7000,7000,7000
TTFT,/generate,574,0,340,424.62599900541403,236.88769340515137,2307.4769973754883,0.0,9.712286725373103,0.0,340,390,410,510,750,910,1200,1400,2300,2300,2300
,Aggregated,1148,0,710,1709.7881222435822,236.88769340515137,6956.870079040527,0.0,19.424573450746205,0.0,720,1600,2300,2600,5300,6300,6500,6500,6900,7000,7000
