Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,404,0,2200,2819.270295671897,443.98999214172363,7633.624076843262,0.0,6.857320445187833,0.0,2200,4100,4300,5000,5600,6100,6200,6400,7600,7600,7600
TTFT,/generate,404,0,330,446.0284987298569,228.66487503051758,3048.8860607147217,0.0,6.857320445187833,0.0,330,380,410,470,840,1000,1600,2200,3000,3000,3000
,Aggregated,808,0,800,1632.649397200877,228.66487503051758,7633.624076843262,0.0,13.714640890375666,0.0,800,1600,2200,2700,5000,5600,6100,6200,7600,7600,7600
