Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,114,0,1700,2450.3430609117477,423.4137535095215,5636.682033538818,0.0,1.9308546688005876,0.0,1700,2500,3900,4600,5500,5500,5600,5600,5600,5600,5600
TTFT,/generate,114,0,310,428.0683617842825,241.34492874145508,1593.601942062378,0.0,1.9308546688005876,0.0,310,380,440,580,820,980,1200,1400,1600,1600,1600
,Aggregated,228,0,720,1439.205711348015,241.34492874145508,5636.682033538818,0.0,3.8617093376011753,0.0,800,1300,1700,2000,4600,5500,5500,5600,5600,5600,5600
