Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,19,0,3500,3064.829010712473,505.4590702056885,5300.238847732544,0.0,0.32625816236722865,0.0,3500,3700,4700,4800,5300,5300,5300,5300,5300,5300,5300
TTFT,/generate,19,0,330,433.4710773668791,263.5769844055176,748.4362125396729,0.0,0.32625816236722865,0.0,330,580,610,620,650,750,750,750,750,750,750
,Aggregated,38,0,650,1749.150044039676,263.5769844055176,5300.238847732544,0.0,0.6525163247344573,0.0,750,2000,3500,3700,4800,5300,5300,5300,5300,5300,5300
