Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,20,0,2000,2752.32036113739,822.756290435791,5270.745038986206,0.0,0.36329227281979004,0.0,2200,3500,4400,5200,5300,5300,5300,5300,5300,5300,5300
TTFT,/generate,20,0,290,391.26182794570923,256.22105598449707,742.9859638214111,0.0,0.36329227281979004,0.0,290,360,600,620,660,740,740,740,740,740,740
,Aggregated,40,0,740,1571.7910945415497,256.22105598449707,5270.745038986206,0.0,0.7265845456395801,0.0,820,1800,2200,3500,5200,5300,5300,5300,5300,5300,5300
