Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,20,0,7500,12138.943350315094,3639.0748023986816,26914.416313171387,0.0,0.34396028381489635,0.0,8800,9100,22000,27000,27000,27000,27000,27000,27000,27000,27000
TTFT,/generate,20,0,280,333.65321159362793,242.57588386535645,511.14606857299805,0.0,0.34396028381489635,0.0,300,310,510,510,510,510,510,510,510,510,510
,Aggregated,40,0,510,6236.298280954361,242.57588386535645,26914.416313171387,0.0,0.6879205676297927,0.0,3600,7300,8800,9000,27000,27000,27000,27000,27000,27000,27000
