Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,26,0,1700,2252.444083874042,410.63404083251953,5622.499227523804,0.0,0.44391511707954007,0.0,2000,2000,3800,3800,4700,4700,5600,5600,5600,5600,5600
TTFT,/generate,26,0,170,182.61571113879864,153.82003784179688,354.2790412902832,0.0,0.44391511707954007,0.0,170,180,180,180,220,220,350,350,350,350,350
,Aggregated,52,0,350,1217.5298975064204,153.82003784179688,5622.499227523804,0.0,0.8878302341590801,0.0,410,1300,2000,2000,3800,4700,4700,5600,5600,5600,5600
