Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,12,0,48000,40444.2313114802,13841.525316238403,48791.03207588196,0.0,0.24590856335315703,0.0,48000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000
TTFT,/generate,12,0,1566.999912261963,1564.3786986668904,1562.196969985962,1566.999912261963,0.0,0.24590856335315703,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
,Aggregated,24,0,1600,21004.305005073547,1562.196969985962,48791.03207588196,0.0,0.49181712670631406,0.0,14000,33000,48000,49000,49000,49000,49000,49000,49000,49000,49000
