Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,26,0,14000,15889.625274218046,2834.926128387451,54630.87201118469,0.0,0.44109737447894387,0.0,14000,16000,16000,18000,45000,46000,55000,55000,55000,55000,55000
TTFT,/generate,26,0,380,443.9023916537945,311.35082244873047,603.9268970489502,0.0,0.44109737447894387,0.0,390,560,600,600,600,600,600,600,600,600,600
,Aggregated,52,0,600,8166.76383293592,311.35082244873047,54630.87201118469,0.0,0.8821947489578877,0.0,2800,7400,14000,16000,18000,45000,46000,55000,55000,55000,55000
