Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,26,0,22000,21926.79697733659,6484.219789505005,37325.49977302551,0.0,0.44047644412487447,0.0,22000,29000,30000,30000,37000,37000,37000,37000,37000,37000,37000
TTFT,/generate,26,0,1000,1022.2775019132174,508.2211494445801,1457.3519229888916,0.0,0.44047644412487447,0.0,1000,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
,Aggregated,52,0,1500,11474.537239624904,508.2211494445801,37325.49977302551,0.0,0.8809528882497489,0.0,6500,15000,22000,23000,30000,37000,37000,37000,37000,37000,37000
