Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,29,0,1600,1866.6858426455794,437.8490447998047,5611.242055892944,0.0,0.5356308466517149,0.0,1600,2000,2000,2200,4800,5600,5600,5600,5600,5600,5600
TTFT,/generate,29,0,170,181.42761033156822,150.57682991027832,307.462215423584,0.0,0.5356308466517149,0.0,170,170,190,190,230,300,310,310,310,310,310
,Aggregated,58,0,310,1024.0567264885738,150.57682991027832,5611.242055892944,0.0,1.0712616933034298,0.0,440,890,1600,1600,2200,4800,5600,5600,5600,5600,5600
