Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,20,0,9100,13470.015549659729,3734.3361377716064,27184.443950653076,0.0,0.34098179298141396,0.0,9100,18000,27000,27000,27000,27000,27000,27000,27000,27000,27000
TTFT,/generate,20,0,280,303.8205027580261,245.98073959350586,390.7032012939453,0.0,0.34098179298141396,0.0,280,300,390,390,390,390,390,390,390,390,390
,Aggregated,40,0,390,6886.918026208878,245.98073959350586,27184.443950653076,0.0,0.6819635859628279,0.0,3700,5600,9100,18000,27000,27000,27000,27000,27000,27000,27000
