Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,244,0,1800,2371.086603305379,424.55291748046875,5586.292028427124,0.0,4.139762443182437,0.0,1800,3400,3600,4200,5100,5200,5300,5300,5600,5600,5600
TTFT,/generate,244,0,230,290.8089649481852,171.48399353027344,934.5810413360596,0.0,4.139762443182437,0.0,230,310,320,360,450,610,700,710,930,930,930
,Aggregated,488,0,580,1330.947784126782,171.48399353027344,5586.292028427124,0.0,8.279524886364873,0.0,590,1300,1800,1900,4200,5100,5200,5300,5600,5600,5600
