Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,21,0,1800,2713.4407134283156,786.3869667053223,5280.695199966431,0.0,0.3685001318884169,0.0,1800,3700,4900,4900,5000,5300,5300,5300,5300,5300,5300
TTFT,/generate,21,0,210,320.4942203703381,151.17502212524414,661.4658832550049,0.0,0.3685001318884169,0.0,210,470,520,530,580,590,660,660,660,660,660
,Aggregated,42,0,660,1516.9674668993268,151.17502212524414,5280.695199966431,0.0,0.7370002637768338,0.0,790,1400,1800,2100,4900,5000,5300,5300,5300,5300,5300
