Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,21,0,3300,2634.573425565447,391.6501998901367,5058.432102203369,0.0,0.3795298159702072,0.0,3300,3400,4100,4200,4900,4900,5100,5100,5100,5100,5100
TTFT,/generate,21,0,230,301.7986729031517,162.24169731140137,651.4458656311035,0.0,0.3795298159702072,0.0,230,290,360,500,550,590,650,650,650,650,650
,Aggregated,42,0,590,1468.1860492342994,162.24169731140137,5058.432102203369,0.0,0.7590596319404144,0.0,650,1100,3300,3300,4200,4900,5100,5100,5100,5100,5100
