Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,677,0,1700,2533.5506438504644,449.20897483825684,6178.279161453247,0.0,11.452027852628198,0.0,1700,3800,3900,4700,5600,5600,5700,5800,6200,6200,6200
TTFT,/generate,677,0,230,280.67123167976143,178.2851219177246,844.573974609375,0.0,11.452027852628198,0.0,230,270,310,320,370,560,840,840,840,840,840
,Aggregated,1354,0,560,1407.110937765113,178.2851219177246,6178.279161453247,0.0,22.904055705256397,0.0,560,1300,1700,2100,4700,5600,5600,5700,6200,6200,6200
