Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
TOTAL,/generate,454,0,1900,2517.5370130244855,437.7129077911377,5714.094877243042,0.0,7.691823933693007,0.0,1900,3700,3800,4600,5400,5500,5600,5600,5700,5700,5700
TTFT,/generate,454,0,220,270.8701688287542,168.49589347839355,759.1288089752197,0.0,7.691823933693007,0.0,220,250,310,320,380,550,730,750,760,760,760
,Aggregated,908,0,560,1394.2035909266199,168.49589347839355,5714.094877243042,0.0,15.383647867386014,0.0,560,1300,1900,2100,4600,5400,5500,5600,5700,5700,5700
